"oem","model","network_technology","network_2g_bands","network_gprs","network_edge","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","display","memory_card_slot","memory_phonebook","memory_call_records","sound_loudspeaker","sound_alert_types","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_radio","comms_usb","features_sensors","features_messaging","features_browser","features_clock","features_alarm","features_games","features_java","features","misc_colors","network_3g_bands","network_speed","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_internal","main_camera_single","main_camera_video","misc_price","main_camera_features","body","network_4g_bands","body_build","display_protection","memory","main_camera_dual","selfie_camera_dual","selfie_camera_features","selfie_camera_video","comms_nfc","battery_charging","misc_models","tests_performance","tests_camera","tests_loudspeaker","tests_audio_quality","tests_battery_life","tests_display","selfie_camera_single","comms_infrared_port","network_5g_bands","main_camera_quad","main_camera_triple","sound","misc_sar_eu","main_camera_five","features_languages","body_keyboard","misc_sar","battery","main_camera_dual_or_triple","battery_music_play","selfie_camera_triple","main_camera_v1","selfie_camera","camera","main_camera","network","battery_talk_time","battery_stand.by"
"NIU","GO 80","GSM","GSM 850 / 900 / 1800 / 1900 - SIM 1","Yes","No","2012, March. Released 2012, Q3","Discontinued","113 x 58 x 15.9 mm (4.45 x 2.28 x 0.63 in)","90 g without battery (3.17 oz)","Dual SIM (Mini-SIM)","TFT, 65K colors","1.8 inches, 10.2 cm (~15.6% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)",,"microSD, up to 2 GB (dedicated slot)","Yes","Yes","Yes",,"No","No","2.0","No","Stereo FM radio","miniUSB","V1","SMS, MMS",,,,"Yes","No","Video Player  Music Player  Organizer  Calendar  Calculator  Sound Recorder  Facebook, MSN, Twitter, Yahoo  Radio Antenna","Black, White",,,,,,,"64 MB","1.3 MP","No",,,"Flashlight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion 1200 mAh battery",,,,,"No",,,"GSM 850 / 900 / 1800 / 1900 - SIM 2","Up to 6 h","Up to 250 h"
"NIU","Domo N102","GSM","GSM 850 / 900 / 1800 / 1900 - SIM 1","No","No","2012, January. Released 2012, January","Discontinued","123 x 58 x 15.9 mm (4.84 x 2.28 x 0.63 in)","90 g without battery (3.17 oz)","Dual SIM (Mini-SIM)","TFT, 65K colors","2.0 inches, 12.6 cm (~17.6% screen-to-body ratio)","128 x 160 pixels (~102 ppi density)",,"microSD, up to 2 GB (dedicated slot)","Yes","Yes","Yes",,"No","No","No","No","Stereo FM radio; built-in antenna","Proprietary","V1","SMS",,,,"No","No","Music player  Organizer","Black, White",,,,,,,"64 MB + 32 MB","VGA","No","About 40 EUR",,"Flashlight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion 1000 mAh battery",,,,,"No",,,"GSM 850 / 900 / 1800 / 1900 - SIM 2","Up to 4 h","Up to 200 h"
"NIU","Bingo N103","GSM","GSM 850 / 900 / 1800 / 1900 - SIM 1","No","No","2012, January. Released 2012, January","Discontinued","100 x 43.8 x 14.5 mm (3.94 x 1.72 x 0.57 in)","45 g without battery (1.59 oz)","Dual SIM (Mini-SIM)","TFT, 65K colors","1.8 inches, 10.2 cm (~23.3% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)",,"microSD, up to 2 GB (dedicated slot)","Yes","Yes","Yes",,"Yes","No","No","No","Stereo FM radio","microUSB","V1","SMS",,,,"Yes","No","Music player","Blue, Purple, Red, Silver, White",,,,,,,"32 MB + 3 MB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion 500 mAh battery",,,,,,"No",,"GSM 850 / 900 / 1800 / 1900 - SIM 2","Up to 4 h","Up to 96 h"
"NIU","Lotto N104","GSM","GSM 850 / 900 / 1800 / 1900 - SIM 1","Up to 48 kbps","No","2012, January. Released 2012, January","Discontinued","111.5 x 47 x 13.2 mm (4.39 x 1.85 x 0.52 in)","55 g without battery (1.94 oz)","Dual SIM (Mini-SIM)","TFT, 65K colors","2.0 inches, 12.6 cm (~24.0% screen-to-body ratio)","176 x 220 pixels (~141 ppi density)",,"microSD, up to 32 GB (dedicated slot)","Yes","Yes","Yes",,"Yes","No","2.0","No","Stereo FM radio, recording","microUSB","V1","SMS, MMS, IM",,,,"Yes","No","Facebook, MSN, Twitter, Yahoo  Video Player  Music Player  Organizer","Blue, Purple, Red, Silver, White",,,,,,,"64 MB","1.3 MP","No","About 30 EUR",,"Flashlight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion 750 mAh battery",,,,,"No",,,"GSM 850 / 900 / 1800 / 1900 - SIM 2","Up to 4 h","Up to 96 h"
"NIU","Pana N105","GSM","GSM 850 / 900 / 1800 / 1900 - SIM 1","Up to 48 kbps","No","2012, January. Released 2012, January","Discontinued","111 x 58.5 x 11.8 mm (4.37 x 2.30 x 0.46 in)","68 g without battery (2.40 oz)","Dual SIM (Mini-SIM)","TFT, 256K colors","2.2 inches, 15.0 cm (~23.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,"microSD, up to 32 GB (dedicated slot)","Yes","Yes","Yes",,"Yes","No","2.0","No","Stereo FM radio, recording","microUSB","V1","SMS, MMS, IM",,,,"Yes","No","Facebook, MSN, Twitter  Video Player  Music Player  Organizer","Blue, Red, Silver, White",,,,,,,"64 MB","1.3 MP","No","About 40 EUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"QWERTY",,"Removable Li-Ion 850 mAh battery",,,,,"No",,,"GSM 850 / 900 / 1800 / 1900 - SIM 2","Up to 4 h","Up to 140 h"
"NIU","Pana TV N106","GSM","GSM 850 / 900 / 1800 / 1900 - SIM 1","Up to 48 kbps","No","2012, January. Released 2012, January","Discontinued","111 x 58.5 x 13.5 mm (4.37 x 2.30 x 0.53 in)","70 g without battery (2.47 oz)","Triple SIM (Mini-SIM)","TFT, 256K colors","2.0 inches, 12.6 cm (~19.4% screen-to-body ratio)","220 x 176 pixels (~141 ppi density)",,"microSD, up to 32 GB (dedicated slot)","Yes","Yes","Yes",,"Yes","No","2.0","No","Stereo FM radio, recording","microUSB","V1","SMS, MMS, IM",,,,"Yes","Yes","Analog TV  Facebook, MSN, Twitter  Video player  Music player  Organizer  Predictive text input","Blue, Red, Silver, White",,,,,,,"128 MB + 32 MB","1.3 MP","No",,,"Flashlight",,,,,,,,,,,,,,,,,,,,,,,,,,,"QWERTY",,"Removable Li-Ion 1000 mAh battery",,,,,"No",,,"GSM 850 / 900 / 1800 / 1900 - SIM2 & SIM 3","Up to 4 h","Up to 150 h"
"NIU","NiutekQ N108","GSM","GSM 850 / 900 / 1800 / 1900 - SIM 1","Up to 48 kbps","No","2012, January. Released 2012, January","Discontinued","107.9 x 59.4 x 13.7 mm (4.25 x 2.34 x 0.54 in)","73 g without battery (2.57 oz)","Dual SIM (Mini-SIM)","TFT resistive touchscreen, 256K colors","2.3 inches, 15.8 cm (~24.6% screen-to-body ratio)","480 x 320 pixels, 3:2 ratio (~251 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g","2.0","Yes, with A-GPS","Stereo FM radio, recording","microUSB","Accelerometer, compass",,,,,,,"MP4/WMV/H.264 player  MP3/WAV/eAAC+ player  Organizer  Photo/video editor  Document viewer  Voice memo/dial  Predictive text input","Black, White",,,"Android 2.2 (Froyo)","Mediatek MT6516","416 MHz",,"256 MB, 128 MB RAM","2 MP","Yes","About 70 EUR","LED flash",,,,,,,,,,,,,,,,,,,,,,,,,,,,"QWERTY",,"Removable Li-Ion 1000 mAh battery",,,,,"No",,,"GSM 850 / 900 / 1800 / 1900 - SIM 2","Up to 3 h","Up to 48 h"
"NIU","Niutek N109","GSM","GSM 850 / 900 / 1800 / 1900 - SIM 1","Up to 48 kbps","No","2012, January. Released 2012, January","Discontinued","107.8 x 58.2 x 13.7 mm (4.24 x 2.29 x 0.54 in)","71 g without battery (2.50 oz)","Dual SIM (Mini-SIM)","TFT resistive touchscreen, 256K colors","2.8 inches, 23.3 cm (~37.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~206 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g","2.0","Yes, with A-GPS","Stereo FM radio, recording","microUSB","Accelerometer, compass",,,,,,,"MP4/WMV/H.264 player  MP3/WAV/eAAC+ player  Organizer  Photo/video editor  Document viewer  Voice memo/dial  Predictive text input","Black, White",,,"Android 2.2 (Froyo)","Mediatek MT6516","416 MHz",,"256 MB, 128 MB RAM","2 MP","Yes","About 60 EUR","LED flash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion 1000 mAh battery",,,,,"No",,,"GSM 850 / 900 / 1800 / 1900 - SIM 2","Up to 3 h","Up to 48 h"
"Nokia","X71","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2019, April","Available. Released 2019, April","157.2 x 76.5 x 8 mm (6.19 x 3.01 x 0.31 in)","180 g (6.35 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.39 inches, 100.9 cm (~83.9% screen-to-body ratio)","1080 x 2316 pixels (~400 ppi density)",,"microSD, up to 256 GB",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","5.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS",,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Black","HSDPA 850 / 900 / 1900 / 2100","HSPA, LTE-A","Android 9.0 (Pie); Android One","Qualcomm SDM660 Snapdragon 660 (14 nm)","Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260)","Adreno 512","128 GB, 6 GB RAM",,"2160p@30fps, 1080p@30fps","About 290 EUR","Zeiss optics, dual-LED flash, panorama, HDR",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 40(2300), 41(2500)","Front/back glass, aluminum frame",,,,,,"1080p@30fps",,"Fast battery charging 18W",,,,,,,,"16 MP, f/2.0",,,,"48 MP, f/1.8, 1/2"", 0.8µm, PDAF  8 MP, 13mm (ultrawide)  5 MP, f/2.4, depth sensor","Active noise cancellation with dedicated mic",,,,,,"Non-removable Li-Po 3500 mAh battery",,,,,,,,,,
"Nokia","9 PureView","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","Yes","Yes","2019, February","Available. Released 2019, February","155 x 75 x 8 mm (6.10 x 2.95 x 0.31 in)","172 g (6.07 oz)","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","P-OLED capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm (~79.7% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~538 ppi density)","Always-on display  HDR10","No",,,"Yes",,"No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","5.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS","No","3.1, Type-C 1.0 reversible connector","Fingerprint (under display), accelerometer, gyro, proximity, compass, barometer",,,,,,,"ANT+","Midnight Blue","HSDPA 850 / 900 / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/150 Mbps","Android 9.0 (Pie); Android One","Qualcomm SDM845 Snapdragon 845 (10 nm)","Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver)","Adreno 630","128 GB, 6 GB RAM",,"2160p@30fps, 1080p@30fps, HDR","About 620 EUR","Zeiss optics, dual-LED dual-tone flash, HDR, panorama","IP67 dust/water resistant (up to 1m for 30 mins)","LTE",,"Corning Gorilla Glass 5",,,,"HDR","2160p@30fps, 1080p@30fps, HDR","Yes","Fast battery charging 18W (Quick Charge 3.0)  USB Power Delivery  Fast wireless charging 10W (Qi); 5W (PMA)",,"Basemark OS II: 4758 / Basemark OS II 2.0: 4286Basemark X: 43718","Photo / Video","Voice 68dB / Noise 71dB / Ring 81dB","Noise -94.0dB / Crosstalk -93.2dB","Endurance rating 79h","Contrast ratio: Infinite (nominal), 5.981 (sunlight)","20 MP, 1.0µm",,,,,"24-bit/192kHz audio  Active noise cancellation with dedicated mic",,"5x 12 MP, f/1.8, 28mm (wide), 1/2.9"", 1.25µm  (2x RGB & 3x B/W cameras, working simultaneously)  TOF camera",,,,"Non-removable Li-Po 3320 mAh battery",,,,,,,,,,
"Nokia","4.2","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2019, February","Coming soon. Exp. release 2019, June 10","149 x 71.3 x 8.4 mm (5.87 x 2.81 x 0.33 in)","161 g (5.68 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.71 inches, 81.4 cm (~76.6% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~295 ppi density)",,"microSD, up to 400 GB",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS","FM radio","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity",,,,,,,,"Black, Pink Sand","HSDPA 850 / 900 / 2100 - Global","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 9.0 (Pie); Android One","Qualcomm SDM439 Snapdragon 439 (12 nm)","Octa-core (2x2.0 GHz Cortex-A53 & 6x1.45 GHz Cortex A53)","Adreno 505","32 GB, 3 RAM or 16 GB, 2 GB RAM",,"1080p@30fps","About 150 EUR","LED flash",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300), 41(2500) - EMEA, APAC, MENA",,,,"13 MP, f/2.2, 1/3"", 1.12µm, PDAF  2 MP, depth sensor",,,,"Yes (market dependent)",,,,,,,,,"8 MP, f/2.0, 1/4"", 1.12µm",,,,,"Active noise cancellation with dedicated mic",,,,,,"Non-removable Li-Ion 3000 mAh battery",,,,,,,,"LTE band 1(2100), 3(1800), 5(850), 8(900), 40(2300), 41(2500) - India",,
"Nokia","3.2","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2019, February","Coming soon. Exp. release 2019, May","159.4 x 76.2 x 8.6 mm (6.28 x 3.00 x 0.34 in)","181 g (6.38 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm (~80.5% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)",,"microSD, up to 400 GB",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS","FM radio","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted, 32/3GB only), accelerometer, proximity",,,,,,,,"Black, Steel","HSDPA 850 / 900 / 2100","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 9.0 (Pie); Android One","Qualcomm SDM429 Snapdragon 429","Quad-core 1.8 GHz Cortex-A53","Adreno 504","32 GB, 3 RAM or 16 GB, 2 GB RAM","13 MP, f/2.2, 1/3"", 1.12µm, AF","1080p@30fps","About 130 EUR","LED flash",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300) - EMEA, APAC, MENA",,,,,,,,,"Fast battery charging 10W",,,,,,,,"5 MP, f/2.2, 27mm (wide), 1.12µm",,,,,"Active noise cancellation with dedicated mic",,,,,,"Non-removable Li-Ion 4000 mAh battery",,,,,,,,"LTE band 1(2100), 3(1800), 5(850), 8(900), 40(2300), 41(2500) - India",,
"Nokia","1 Plus","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","Yes","Yes","2019, February","Available. Released 2019, March","145 x 70.4 x 8.6 mm (5.71 x 2.77 x 0.34 in)","-","Hybrid Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm (~75.1% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~197 ppi density)",,"microSD, up to 128 GB (uses shared SIM slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n, hotspot","4.2, A2DP","Yes, with A-GPS, GLONASS","FM radio","microUSB 2.0","Accelerometer, proximity",,,,,,,,"Black, Red, Blue","HSDPA 850 / 900 / 2100 - Global","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 9.0 Pie (Go edition)","Mediatek MT6739WW (28 nm)","Quad-core 1.5 GHz Cortex-A53","PowerVR GE8100","8/16 GB, 1 GB RAM","8 MP, AF","720p@30fps","About 90 EUR","LED flash",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300) - Global",,,,,,,,,,,,,,,,,"5 MP",,,,,,,,,,,"Removable Li-Ion 2500 mAh battery",,,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 28(700) - LATAM",,
"Nokia","210","GSM","GSM 900 / 1800 - SIM 1 & SIM 2","No","No","2019, February","Available. Released 2019, March","120.8 x 53.5 x 13.8 mm (4.76 x 2.11 x 0.54 in)","-","Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","2.4 inches, 17.8 cm (~27.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"No","Yes","Yes","Yes",,"Yes","No","No","No","FM radio","microUSB 2.0 (charging only)","V1","SMS",,,,"Yes","No","MP3 player","Charcoal, Red, Grey",,,,"Mediatek MT6260A",,,"16 MB",,,"About 30 EUR",,"Flashlight",,"Plastic body",,,,,,,,,,,,,,,,,,,,,,,,,,,"Removable Li-Ion 1020 mAh battery",,,,"0.3 MP","No",,,,,
"Nokia","8.1 (Nokia X7)","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2018, December","Available. Released 2018, December","154.8 x 75.8 x 8 mm (6.09 x 2.98 x 0.31 in)","180 g (6.35 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.18 inches, 95.3 cm (~81.2% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~408 ppi density)",,"microSD, up to 400 GB (uses shared SIM slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","FM radio","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Blue, Silver, Steel, Copper, Iron, Steel","HSDPA 850 / 900 / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","Android 9.0 (Pie); Android One","Qualcomm SDM710 Snapdragon 710 (10 nm)","Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver)","Adreno 616","64 GB, 4 GB RAM - Nokia 8.164/128 GB, 4/6 GB RAM - Nokia X7Y",,"2160p@30fps, 1080p@30fps (gyro-EIS)","About 400 EUR","Zeiss optics, dual-LED dual-tone flash, panorama, HDR",,"LTE","Front/back glass, aluminum frame","NEG",,"12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF, OIS  13 MP",,,,"Yes","Fast battery charging 2A/9V (18W)","8.1, X7",,,,,,,"20 MP, f/2.0, 0.9µm",,,,,"Active noise cancellation with dedicated mic",,,,,,"Non-removable Li-Ion 3500 mAh battery",,,,,,,,"CDMA 800 & TD-SCDMA",,
"Nokia","106 (2018)","GSM","GSM 900 / 1800 - SIM 1 & SIM 2","No","No","2018, November","Available. Released 2018, November","111.2 x 49.5 x 14.4 mm (4.38 x 1.95 x 0.57 in)","70.2 g (2.47 oz)","Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","1.8 inches, 10.0 cm (~18.2% screen-to-body ratio)","120 x 160 pixels, 4:3 ratio (~111 ppi density)",,"No","Yes","Yes","Yes",,"TBC","No","No","No","FM radio","microUSB 2.0 (charging only)","V1","SMS",,,,"Yes","No",,"Black",,,,"Mediatek MT6261D",,,"4 MB, 4 MB RAM",,,"About 20 EUR",,"Flashlight",,"Plastic body",,,,,,,,,,,,,,,,,,,,,,"1.49 W/kg (head)     1.23 W/kg (body)    ",,,,,"Removable Li-Ion 800 mAh battery",,,,,,"No",,,"Up to 16 h","Up to 504 h"
"Nokia","3.1 Plus","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2018, October","Available. Released 2018, October","156.9 x 76.4 x 8.2 mm (6.18 x 3.01 x 0.32 in)","180 g (6.35 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm (~77.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",,"microSD, up to 400 GB (uses shared SIM slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, WiFi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO","FM radio","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Blue, White, Gray","HSDPA 850 / 900 / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); Android One","Mediatek MT6762 Helio P22 (12 nm)","Octa-core 2.0 GHz Cortex-A53","PowerVR GE8320","32 GB, 3 RAM or 16 GB, 2 GB RAM",,"1080p@30fps","About 150 EUR","LED flash, HDR, panorama",,"LTE","Front glass, aluminum body",,,"13 MP, f/2.0, AF  5 MP, f/2.4, depth sensor",,"LED flash, HDR","720p@30fps","Yes (APAC & EMEA only)",,"3.1 Plus",,,,,,,"8 MP, f/2.2",,,,,,"0.41 W/kg (head)     1.58 W/kg (body)    ",,,,,"Non-removable Li-Ion 3500 mAh battery",,,,,,,,,,
"Nokia","7.1","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2018, October","Available. Released 2018, October","149.7 x 71.2 x 8 mm (5.89 x 2.80 x 0.31 in)","160 g (5.64 oz)","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.84 inches, 85.1 cm (~79.9% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~432 ppi density)","HDR10","microSD, up to 400 GB (uses shared SIM slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","5.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS, BDS",,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Gloss midnight blue, gloss steel","HSDPA 850 / 900 / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); Android One","Qualcomm SDM636 Snapdragon 636 (14 nm)","Octa-core 1.8 GHz Kryo 260","Adreno 509","64 GB, 4 GB RAM or 32 GB, 3 GB RAM",,"2160p@30fps, 1080p@30fps (gyro-EIS)","About 330 EUR","Zeiss optics, dual-LED dual-tone flash, panorama, HDR",,"LTE","Front/back glass, aluminum frame","Corning Gorilla Glass 3",,"12 MP, f/1.8, 1.28µm, Dual Pixel PDAF  5 MP, f/2.4, 1.12µm, depth sensor",,,"1080p@30fps","Yes","Fast battery charging 9V/2A 18W","7.1","Basemark OS II: 2394 / Basemark OS II 2.0: 1940Basemark X: 14963","Photo / Video","Voice 75dB / Noise 76dB / Ring 81dB","Noise -91.0dB / Crosstalk -94.4dB","Endurance rating 80h","Contrast ratio: 1300:1 (nominal), 2.804 (sunlight)","8 MP, f/2.0, 24mm",,,,,"Active noise cancellation with dedicated mic","0.26 W/kg (head)     1.74 W/kg (body)    ",,,,,"Non-removable Li-Ion 3060 mAh battery",,,,,,,,"CDMA 800 & TD-SCDMA","Up to 19 h 30 min (3G)","Up to 408 h (3G)"
"Nokia","6.1 Plus (Nokia X6)","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2018, July","Available. Released 2018, August","147.2 x 71 x 8 mm (5.80 x 2.80 x 0.31 in)","151 g (5.33 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.8 inches, 85.1 cm (~81.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~432 ppi density)",,"microSD, up to 400 GB (uses shared SIM slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","FM radio","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Black, Blue, White","HSDPA 850 / 900 / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); Android One","Qualcomm SDM636 Snapdragon 636 (14 nm)","Octa-core 1.8 GHz Kryo 260","Adreno 509","64 GB, 4/6 GB RAM or 32 GB, 4 GB RAM (X6 only)",,"2160p@30fps, 1080p@30fps (gyro-EIS)","About 250 EUR","Dual-LED dual-tone flash, panorama, HDR",,"LTE","Front/back glass (Gorilla Glass 3), aluminum frame","Corning Gorilla Glass 3",,"16 MP, f/2.0, 1.0µm, PDAF  5 MP, f/2.4, 1.12µm, depth sensor",,,"1080p@30fps",,"Fast battery charging 18W (Quick Charge 3.0)","6.1 Plus, X6","Basemark OS II 2.0: 1951 / Basemark X: 14903",,,,,,"16 MP, f/2.0, 1/3.1"", 1.0µm",,,,,"Active noise cancellation with dedicated mic","0.94 W/kg (head)     1.82 W/kg (body)    ",,,,,"Non-removable Li-Ion 3060 mAh battery",,,,,,,,"CDMA 800 & TD-SCDMA",,
